Community,Isolate1,Isolate2,Isolate1InitialODFreq,Isolate2InitialODFreq,Time,Isolate1MeasuredFreq,ErrorIsolate1MeasuredFreq,RawDataType,Contamination,Fermenter1,Fermenter2,Family1,Family2,Genus1,Genus2,PairFermenter,PairFamily,SeqDifference,SeqLength
C1R7,5,7,50,50,T0,0.123086375505606,0.0314409241632441,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Raoultella,FF,EE,12,648
C1R7,5,7,95,5,T0,0.727290097606802,0.0577746182403601,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Raoultella,FF,EE,12,648
C1R7,6,7,5,95,T0,0.00846699842958189,0.00247095288947707,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Citrobacter,Raoultella,FF,EE,15,650
C1R7,6,7,50,50,T0,0.139597480495703,0.0353514365068037,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Citrobacter,Raoultella,FF,EE,15,650
C1R7,6,7,95,5,T0,0.755063303448142,0.0544333461887393,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Citrobacter,Raoultella,FF,EE,15,650
C2R6,1,2,5,95,T0,0.0689127105666159,0.0203641238836515,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Raoultella,FF,EE,10,529
C2R6,1,2,50,50,T0,0.584415584415586,0.0770827218675727,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Raoultella,FF,EE,10,529
C2R6,1,2,95,5,T0,0.963923337091319,0.0110368427087289,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Raoultella,FF,EE,10,529
C2R6,1,3,5,95,T0,0.0266679924430746,0.00768664591306982,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Citrobacter,FF,EE,2,529
C2R6,1,3,50,50,T0,0.342353842226195,0.066673467253552,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Citrobacter,FF,EE,2,529
C2R6,1,3,95,5,T0,0.908180360007129,0.0246941020472537,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Citrobacter,FF,EE,2,529
C2R6,1,4,5,95,T0,0.10871349829952,0.0334256394539254,ODtoCFU,FALSE,TRUE,,Enterobacteriaceae,"",Enterobacter,"","","",,
C2R6,1,4,50,50,T0,0.698568198944989,0.0726401619272858,ODtoCFU,FALSE,TRUE,,Enterobacteriaceae,"",Enterobacter,"","","",,
C2R6,1,4,95,5,T0,0.977793815577639,0.00749031621140812,ODtoCFU,FALSE,TRUE,,Enterobacteriaceae,"",Enterobacter,"","","",,
C2R6,2,3,5,95,T0,0.0191111396139293,0.00579473454555776,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Raoultella,Citrobacter,FF,EE,12,681
C2R6,2,3,50,50,T0,0.270172257479601,0.0609520445298184,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Raoultella,Citrobacter,FF,EE,12,681
C2R6,2,3,95,5,T0,0.875521880315448,0.0336889272299185,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Raoultella,Citrobacter,FF,EE,12,681
C2R6,2,4,5,95,T0,0.0798140255714839,0.0261591673123945,ODtoCFU,FALSE,TRUE,,Enterobacteriaceae,"",Raoultella,"","","",,
C2R6,2,4,50,50,T0,0.622356495468278,0.0837125046709004,ODtoCFU,FALSE,TRUE,,Enterobacteriaceae,"",Raoultella,"","","",,
C2R6,2,4,95,5,T0,0.969051745481555,0.0106819912611583,ODtoCFU,FALSE,TRUE,,Enterobacteriaceae,"",Raoultella,"","","",,
C2R6,3,4,5,95,T0,0.1898280638293,0.051887833197029,ODtoCFU,FALSE,TRUE,,Enterobacteriaceae,"",Citrobacter,"","","",,
C2R6,3,4,50,50,T0,0.816574748867441,0.0505339201769457,ODtoCFU,FALSE,TRUE,,Enterobacteriaceae,"",Citrobacter,"","","",,
C2R6,3,4,95,5,T0,0.988315631645975,0.00389608861235332,ODtoCFU,FALSE,TRUE,,Enterobacteriaceae,"",Citrobacter,"","","",,
C2R8,1,2,5,95,T0,0.027640872026602,0.00851907217661049,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Raoultella,Citrobacter,FF,EE,9,637
C2R8,1,2,50,50,T0,0.350693856407089,0.0721757876399718,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Raoultella,Citrobacter,FF,EE,9,637
C2R8,1,2,95,5,T0,0.911205868929956,0.025645704389952,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Raoultella,Citrobacter,FF,EE,9,637
C2R8,1,3,5,95,T0,0.130775683779497,0.04683190350769,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Raoultella,Pseudomonas,FN,EP,77,648
C2R8,1,3,50,50,T0,0.740836587775844,0.0791004685188428,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Raoultella,Pseudomonas,FN,EP,77,648
C2R8,1,3,95,5,T0,0.981921007802063,0.00731364224929402,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Raoultella,Pseudomonas,FN,EP,77,648
C2R8,1,4,5,95,T0,0.05,,OD,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Raoultella,Pseudomonas,FN,EP,77,648
C2R8,1,4,50,50,T0,0.5,,OD,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Raoultella,Pseudomonas,FN,EP,77,648
C2R8,1,4,95,5,T0,0.95,,OD,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Raoultella,Pseudomonas,FN,EP,77,648
C2R8,2,3,5,95,T0,0.217869214351798,0.0687044776151816,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Citrobacter,Pseudomonas,FN,EP,95,773
C2R8,2,3,50,50,T0,0.841083489515189,0.0538912084129942,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Citrobacter,Pseudomonas,FN,EP,95,773
C2R8,2,3,95,5,T0,0.990153568400273,0.00393089297168766,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Citrobacter,Pseudomonas,FN,EP,95,773
C2R8,2,4,5,95,T0,0.05,,OD,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Citrobacter,Pseudomonas,FN,EP,99,842
C2R8,2,4,50,50,T0,0.5,,OD,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Citrobacter,Pseudomonas,FN,EP,99,842
C2R8,2,4,95,5,T0,0.95,,OD,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Citrobacter,Pseudomonas,FN,EP,99,842
C2R8,3,4,5,95,T0,0.05,,OD,FALSE,FALSE,FALSE,Pseudomonadaceae,Pseudomonadaceae,Pseudomonas,Pseudomonas,NN,PP,0,814
C2R8,3,4,50,50,T0,0.5,,OD,FALSE,FALSE,FALSE,Pseudomonadaceae,Pseudomonadaceae,Pseudomonas,Pseudomonas,NN,PP,0,814
C2R8,3,4,95,5,T0,0.95,,OD,FALSE,FALSE,FALSE,Pseudomonadaceae,Pseudomonadaceae,Pseudomonas,Pseudomonas,NN,PP,0,814
C4R1,1,2,5,95,T0,0.00753350110402898,0.002133217828182,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,80,648
C4R1,1,2,50,50,T0,0.126044505405259,0.0314293737877843,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,80,648
C4R1,1,2,95,5,T0,0.7326372977181,0.0558871983565217,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,80,648
C4R1,1,3,5,95,T0,0.0616239159483324,0.0181381218153227,ODtoCFU,FALSE,FALSE,FALSE,Pseudomonadaceae,Comamonadaceae,Pseudomonas,Delftia,NN,"",143,844
C4R1,1,3,50,50,T0,0.555109747462828,0.0774636283357222,ODtoCFU,FALSE,FALSE,FALSE,Pseudomonadaceae,Comamonadaceae,Pseudomonas,Delftia,NN,"",143,844
C4R1,1,3,95,5,T0,0.959525905567604,0.0121814766273896,ODtoCFU,FALSE,FALSE,FALSE,Pseudomonadaceae,Comamonadaceae,Pseudomonas,Delftia,NN,"",143,844
C4R1,2,3,5,95,T0,0.312876310793611,0.0664222255424375,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Comamonadaceae,Enterobacter,Delftia,FN,"",106,658
C4R1,2,3,50,50,T0,0.896389151493573,0.0286950933266027,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Comamonadaceae,Enterobacter,Delftia,FN,"",106,658
C4R1,2,3,95,5,T0,0.993953264083793,0.00185691825357624,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Comamonadaceae,Enterobacter,Delftia,FN,"",106,658
C7R1,1,2,5,95,T0,0.0691465682836843,0.0221237289215634,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Enterobacter,Pseudomonas,FN,EP,62,507
C7R1,1,2,50,50,T0,0.585299127651886,0.0834294189566141,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Enterobacter,Pseudomonas,FN,EP,62,507
C7R1,1,2,95,5,T0,0.964049669985457,0.0119126583050226,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Enterobacter,Pseudomonas,FN,EP,62,507
C7R1,1,3,5,95,T0,0.0569652063524961,0.0166188253627992,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Enterobacter,FF,EE,0,523
C7R1,1,3,50,50,T0,0.534389734117532,0.0769739168547041,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Enterobacter,FF,EE,0,523
C7R1,1,3,95,5,T0,0.956153159545007,0.0129696632884623,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Enterobacter,FF,EE,0,523
C7R1,1,4,5,95,T0,0.0614705985203093,0.0177997324869392,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Enterobacter,FF,EE,2,519
C7R1,1,4,50,50,T0,0.554454107150903,0.0762177634636982,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Enterobacter,FF,EE,2,519
C7R1,1,4,95,5,T0,0.959422692596529,0.0120113372919226,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Enterobacter,FF,EE,2,519
C7R1,2,3,5,95,T0,0.0410429154076056,0.0136215348674161,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,62,507
C7R1,2,3,50,50,T0,0.448486160730396,0.0856040147023202,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,62,507
C7R1,2,3,95,5,T0,0.939212059741861,0.0197592183431592,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,62,507
C7R1,2,4,5,95,T0,0.0443482308531056,0.0146364070043308,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,82,652
C7R1,2,4,50,50,T0,0.468571043589571,0.0859961822390729,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,82,652
C7R1,2,4,95,5,T0,0.943670420543729,0.0183575771121209,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,82,652
C7R1,3,4,5,95,T0,0.0539860485858161,0.0158917796640134,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Enterobacter,FF,EE,2,519
C7R1,3,4,50,50,T0,0.520215802515604,0.0776645683380599,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Enterobacter,FF,EE,2,519
C7R1,3,4,95,5,T0,0.953706141744675,0.0137382498247313,ODtoCFU,FALSE,TRUE,TRUE,Enterobacteriaceae,Enterobacteriaceae,Enterobacter,Enterobacter,FF,EE,2,519
C8R4,1,2,5,95,T0,0.16121175216928,0.0407257404807313,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,87,658
C8R4,1,2,50,50,T0,0.785025945144551,0.0508264775790709,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,87,658
C8R4,1,2,95,5,T0,0.985791974915487,0.00421831442196253,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,87,658
C8R4,1,3,5,95,T0,0.039291465378422,0.0106699387961333,ODtoCFU,FALSE,FALSE,FALSE,Pseudomonadaceae,Pseudomonadaceae,Pseudomonas,Pseudomonas,NN,PP,0,836
C8R4,1,3,50,50,T0,0.437275985663083,0.0695541631639062,ODtoCFU,FALSE,FALSE,FALSE,Pseudomonadaceae,Pseudomonadaceae,Pseudomonas,Pseudomonas,NN,PP,0,836
C8R4,1,3,95,5,T0,0.936565656565657,0.0167932491267406,ODtoCFU,FALSE,FALSE,FALSE,Pseudomonadaceae,Pseudomonadaceae,Pseudomonas,Pseudomonas,NN,PP,0,836
C8R4,2,3,5,95,T0,0.0110757121028608,0.00326282340359425,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Enterobacter,Pseudomonas,FN,EP,87,658
C8R4,2,3,50,50,T0,0.175458607539067,0.0430968976028081,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Enterobacter,Pseudomonas,FN,EP,87,658
C8R4,2,3,95,5,T0,0.8017097544017,0.0473562588227523,ODtoCFU,FALSE,TRUE,FALSE,Enterobacteriaceae,Pseudomonadaceae,Enterobacter,Pseudomonas,FN,EP,87,658
C10R2,1,2,5,95,T0,0.0258279365274239,0.00824332658659573,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,85,617
C10R2,1,2,50,50,T0,0.33499203821656,0.072985813803064,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,85,617
C10R2,1,2,95,5,T0,0.905402344413613,0.0280607395490255,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,85,617
C10R2,1,3,5,95,T0,0.05,,OD,FALSE,FALSE,,Pseudomonadaceae,"",Pseudomonas,"","","",,
C10R2,1,3,50,50,T0,0.5,,OD,FALSE,FALSE,,Pseudomonadaceae,"",Pseudomonas,"","","",,
C10R2,1,3,95,5,T0,0.95,,OD,FALSE,FALSE,,Pseudomonadaceae,"",Pseudomonas,"","","",,
C10R2,2,3,5,95,T0,0.05,,OD,FALSE,TRUE,,Enterobacteriaceae,"",Enterobacter,"","","",,
C10R2,2,3,50,50,T0,0.5,,OD,FALSE,TRUE,,Enterobacteriaceae,"",Enterobacter,"","","",,
C10R2,2,3,95,5,T0,0.95,,OD,FALSE,TRUE,,Enterobacteriaceae,"",Enterobacter,"","","",,
C11R1,1,2,5,95,T0,0.05,,OD,FALSE,FALSE,FALSE,Pseudomonadaceae,Alcaligenaceae,Pseudomonas,Achromobacter,NN,"",140,788
C11R1,1,2,50,50,T0,0.5,,OD,FALSE,FALSE,FALSE,Pseudomonadaceae,Alcaligenaceae,Pseudomonas,Achromobacter,NN,"",140,788
C11R1,1,2,95,5,T0,0.95,,OD,FALSE,FALSE,FALSE,Pseudomonadaceae,Alcaligenaceae,Pseudomonas,Achromobacter,NN,"",140,788
C11R1,1,3,5,95,T0,0.00678467753065564,0.0158037947571221,ODtoCFU,FALSE,FALSE,FALSE,Pseudomonadaceae,Moraxellaceae,Pseudomonas,Acinetobacter,NN,"",101,782
C11R1,1,3,50,50,T0,0.114879327612276,0.238469657608766,ODtoCFU,FALSE,FALSE,FALSE,Pseudomonadaceae,Moraxellaceae,Pseudomonas,Acinetobacter,NN,"",101,782
C11R1,1,3,95,5,T0,0.711482944252764,0.481420682696352,ODtoCFU,FALSE,FALSE,FALSE,Pseudomonadaceae,Moraxellaceae,Pseudomonas,Acinetobacter,NN,"",101,782
C11R1,1,4,5,95,T0,0.00961061572843224,0.00296925905556404,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Pantoea,FN,EP,109,785
C11R1,1,4,50,50,T0,0.155671855881288,0.0410026823974057,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Pantoea,FN,EP,109,785
C11R1,1,4,95,5,T0,0.777930720266714,0.0538915042775311,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Pantoea,FN,EP,109,785
C11R1,1,5,5,95,T0,0.00354530332398576,0.0010290094076821,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,72,526
C11R1,1,5,50,50,T0,0.0633199701444303,0.0172758868717295,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,72,526
C11R1,1,5,95,5,T0,0.562249848065852,0.0716909014331419,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Enterobacter,FN,EP,72,526
C11R1,1,6,5,95,T0,0.00411116802258474,0.0011935598738096,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Raoultella,FN,EP,85,644
C11R1,1,6,50,50,T0,0.0727300911768436,0.0196602220952263,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Raoultella,FN,EP,85,644
C11R1,1,6,95,5,T0,0.598435240053949,0.0700552801962979,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Raoultella,FN,EP,85,644
C11R1,1,7,5,95,T0,0.00388502369577619,0.00112531091340513,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Raoultella,FN,EP,107,786
C11R1,1,7,50,50,T0,0.0689908879959251,0.0186773413241912,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Raoultella,FN,EP,107,786
C11R1,1,7,95,5,T0,0.584711317563303,0.0706091502313754,ODtoCFU,FALSE,FALSE,TRUE,Pseudomonadaceae,Enterobacteriaceae,Pseudomonas,Raoultella,FN,EP,107,786
C11R1,1,8,5,95,T0,0.05,,OD,FALSE,FALSE,FALSE,Pseudomonadaceae,Alcaligenaceae,Pseudomonas,Achromobacter,NN,"",114,656
C11R1,1,8,50,50,T0,0.5,,OD,FALSE,FALSE,FALSE,Pseudomonadaceae,Alcaligenaceae,Pseudomonas,Achromobacter,NN,"",114,656
C11R1,1,8,95,5,T0,0.95,,OD,FALSE,FALSE,FALSE,Pseudomonadaceae,Alcaligenaceae,Pseudomonas,Achromobacter,NN,"",114,656
C11R1,1,9,5,95,T0,0.0131929096567589,0.0305421409761757,ODtoCFU,FALSE,FALSE,FALSE,Pseudomonadaceae,Comamonadaceae,Pseudomonas,Delftia,NN,"",139,751
C11R1,1,9,50,50,T0,0.202562326869807,0.378950124366949,ODtoCFU,FALSE,FALSE,FALSE,Pseudomonadaceae,Comamonadaceae,Pseudomonas,Delftia,NN,"",139,751
C11R1,1,9,95,5,T0,0.828364882992995,0.333545017546346,ODtoCFU,FALSE,FALSE,FALSE,Pseudomonadaceae,Comamonadaceae,Pseudomonas,Delftia,NN,"",139,751
C11R1,2,3,5,95,T0,0.05,,OD,FALSE,FALSE,FALSE,Alcaligenaceae,Moraxellaceae,Achromobacter,Acinetobacter,NN,"",142,861
C11R1,2,3,50,50,T0,0.5,,OD,FALSE,FALSE,FALSE,Alcaligenaceae,Moraxellaceae,Achromobacter,Acinetobacter,NN,"",142,861
C11R1,2,3,95,5,T0,0.95,,OD,FALSE,FALSE,FALSE,Alcaligenaceae,Moraxellaceae,Achromobacter,Acinetobacter,NN,"",142,861
C11R1,2,4,5,95,T0,0.05,,OD,FALSE,FALSE,TRUE,Alcaligenaceae,Enterobacteriaceae,Achromobacter,Pantoea,FN,"",147,861
C11R1,2,4,50,50,T0,0.5,,OD,FALSE,FALSE,TRUE,Alcaligenaceae,Enterobacteriaceae,Achromobacter,Pantoea,FN,"",147,861
C11R1,2,4,95,5,T0,0.95,,OD,FALSE,FALSE,TRUE,Alcaligenaceae,Enterobacteriaceae,Achromobacter,Pantoea,FN,"",147,861
C11R1,2,5,5,95,T0,0.05,,OD,FALSE,FALSE,TRUE,Alcaligenaceae,Enterobacteriaceae,Achromobacter,Enterobacter,FN,"",77,517
C11R1,2,5,50,50,T0,0.5,,OD,FALSE,FALSE,TRUE,Alcaligenaceae,Enterobacteriaceae,Achromobacter,Enterobacter,FN,"",77,517
C11R1,2,5,95,5,T0,0.95,,OD,FALSE,FALSE,TRUE,Alcaligenaceae,Enterobacteriaceae,Achromobacter,Enterobacter,FN,"",77,517
C11R1,2,6,5,95,T0,0.05,,OD,FALSE,FALSE,TRUE,Alcaligenaceae,Enterobacteriaceae,Achromobacter,Raoultella,FN,"",111,653
C11R1,2,6,50,50,T0,0.5,,OD,FALSE,FALSE,TRUE,Alcaligenaceae,Enterobacteriaceae,Achromobacter,Raoultella,FN,"",111,653
C11R1,2,6,95,5,T0,0.95,,OD,FALSE,FALSE,TRUE,Alcaligenaceae,Enterobacteriaceae,Achromobacter,Raoultella,FN,"",111,653
C11R1,2,7,5,95,T0,0.05,,OD,FALSE,FALSE,TRUE,Alcaligenaceae,Enterobacteriaceae,Achromobacter,Raoultella,FN,"",145,839
C11R1,2,7,50,50,T0,0.5,,OD,FALSE,FALSE,TRUE,Alcaligenaceae,Enterobacteriaceae,Achromobacter,Raoultella,FN,"",145,839
C11R1,2,7,95,5,T0,0.95,,OD,FALSE,FALSE,TRUE,Alcaligenaceae,Enterobacteriaceae,Achromobacter,Raoultella,FN,"",145,839
C11R1,2,8,5,95,T0,0.05,,OD,FALSE,FALSE,FALSE,Alcaligenaceae,Alcaligenaceae,Achromobacter,Achromobacter,NN,"",4,744
C11R1,2,8,50,50,T0,0.5,,OD,FALSE,FALSE,FALSE,Alcaligenaceae,Alcaligenaceae,Achromobacter,Achromobacter,NN,"",4,744
C11R1,2,8,95,5,T0,0.95,,OD,FALSE,FALSE,FALSE,Alcaligenaceae,Alcaligenaceae,Achromobacter,Achromobacter,NN,"",4,744
C11R1,2,9,5,95,T0,0.05,,OD,FALSE,FALSE,FALSE,Alcaligenaceae,Comamonadaceae,Achromobacter,Delftia,NN,"",103,788
C11R1,2,9,50,50,T0,0.5,,OD,FALSE,FALSE,FALSE,Alcaligenaceae,Comamonadaceae,Achromobacter,Delftia,NN,"",103,788
C11R1,2,9,95,5,T0,0.95,,OD,FALSE,FALSE,FALSE,Alcaligenaceae,Comamonadaceae,Achromobacter,Delftia,NN,"",103,788
C11R1,3,4,5,95,T0,0.069565161628075,0.151846841302225,ODtoCFU,FALSE,FALSE,TRUE,Moraxellaceae,Enterobacteriaceae,Acinetobacter,Pantoea,FN,"",117,867
C11R1,3,4,50,50,T0,0.586872377992104,0.568795173864387,ODtoCFU,FALSE,FALSE,TRUE,Moraxellaceae,Enterobacteriaceae,Acinetobacter,Pantoea,FN,"",117,867
C11R1,3,4,95,5,T0,0.964273759969854,0.0808194072510247,ODtoCFU,FALSE,FALSE,TRUE,Moraxellaceae,Enterobacteriaceae,Acinetobacter,Pantoea,FN,"",117,867
C11R1,3,5,5,95,T0,0.0266815702686067,0.0608557590087645,ODtoCFU,FALSE,FALSE,TRUE,Moraxellaceae,Enterobacteriaceae,Acinetobacter,Enterobacter,FN,"",60,517
C11R1,3,5,50,50,T0,0.342471595957685,0.527684609151959,ODtoCFU,FALSE,FALSE,TRUE,Moraxellaceae,Enterobacteriaceae,Acinetobacter,Enterobacter,FN,"",60,517
C11R1,3,5,95,5,T0,0.90822395999557,0.195324904653445,ODtoCFU,FALSE,FALSE,TRUE,Moraxellaceae,Enterobacteriaceae,Acinetobacter,Enterobacter,FN,"",60,517
C11R1,3,6,5,95,T0,0.0308259686497709,0.0700098932322826,ODtoCFU,FALSE,FALSE,TRUE,Moraxellaceae,Enterobacteriaceae,Acinetobacter,Raoultella,FN,"",79,652
C11R1,3,6,50,50,T0,0.376683819404528,0.550207213910415,ODtoCFU,FALSE,FALSE,TRUE,Moraxellaceae,Enterobacteriaceae,Acinetobacter,Raoultella,FN,"",79,652
C11R1,3,6,95,5,T0,0.919885418344994,0.172697566510132,ODtoCFU,FALSE,FALSE,TRUE,Moraxellaceae,Enterobacteriaceae,Acinetobacter,Raoultella,FN,"",79,652
C11R1,3,7,5,95,T0,0.0291733622988759,0.0663669901436039,ODtoCFU,FALSE,FALSE,TRUE,Moraxellaceae,Enterobacteriaceae,Acinetobacter,Raoultella,FN,"",111,840
C11R1,3,7,50,50,T0,0.363442676108755,0.542122451362156,ODtoCFU,FALSE,FALSE,TRUE,Moraxellaceae,Enterobacteriaceae,Acinetobacter,Raoultella,FN,"",111,840
C11R1,3,7,95,5,T0,0.915597983239059,0.181084635821813,ODtoCFU,FALSE,FALSE,TRUE,Moraxellaceae,Enterobacteriaceae,Acinetobacter,Raoultella,FN,"",111,840
C11R1,3,8,5,95,T0,0.05,,OD,FALSE,FALSE,FALSE,Moraxellaceae,Alcaligenaceae,Acinetobacter,Achromobacter,NN,"",111,725
C11R1,3,8,50,50,T0,0.5,,OD,FALSE,FALSE,FALSE,Moraxellaceae,Alcaligenaceae,Acinetobacter,Achromobacter,NN,"",111,725
C11R1,3,8,95,5,T0,0.95,,OD,FALSE,FALSE,FALSE,Moraxellaceae,Alcaligenaceae,Acinetobacter,Achromobacter,NN,"",111,725
C11R1,3,9,5,95,T0,0.0933878663940027,0.279657180954975,ODtoCFU,FALSE,FALSE,FALSE,Moraxellaceae,Comamonadaceae,Acinetobacter,Delftia,NN,"",149,793
C11R1,3,9,50,50,T0,0.661835748792274,0.739250984060551,ODtoCFU,FALSE,FALSE,FALSE,Moraxellaceae,Comamonadaceae,Acinetobacter,Delftia,NN,"",149,793
